"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"49/000197";"Hostal Residencia";"2ª - 2 Estrellas";"";"BAJO LA MURALLA";"Calle La Feria 5";"49004";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"980530769";"635262044";"980530769";"info@bajolamuralla.es";"";"";"";"20";"";"";"Si";
"47/000259";"Hotel Residencia";"3ª - 3 Estrellas";"";"PAGO DEL OLIVO";"Calle C/ ROBLADILLO, 10";"47130";"Valladolid";"Simancas";"SIMANCAS";"SIMANCAS";"983591936";"";"";"info@pagodelolivo.com";"www.pagodelolivo.com";"";"";"66";"-4,83334";"41,58982";"Si";
"24/000501";"Hotel";"3ª - 3 Estrellas";"";"ORQUIDEA REAL";"Calle GARCIA BUELTA 4";"24100";"León";"Villablino";"VILLABLINO";"VILLABLINO";"987481137";"";"";"hotelorquideareal@gmail.com";"www.orquidearealhotel.com";"";"";"24";"-6,316307";"42,937321";"";
"40/000203";"Hotel Residencia";"4ª - 4 Estrellas";"";"ISABEL DE FARNESIO";"Travesía . DE LA REINA, s/n";"40100";"Segovia";"Real Sitio de San Ildefonso";"SAN ILDEFONSO O LA GRANJA";"SAN ILDEFONSO O LA GRANJA";"921611102";"629132921";"";"jpzahonero@hotellosarcos.com";"";"";"";"49";"";"";"Si";
"47/000260";"Hotel";"4ª - 4 Estrellas";"";"AF PESQUERA";"Calle C/ DE LA ESTACIÓN, Nº 1";"47300";"Valladolid";"Peñafiel";"PEÑAFIEL";"PEÑAFIEL";"983881212";"983870037";"";"";"";"";"";"69";"";"";"Si";
"40/000204";"Pensión";"Categoría única";"";"SAMDA";"PLAZA MAYOR, 4";"40430";"Segovia";"Bernardos";"BERNARDOS";"BERNARDOS";"921566591";"682886532";"";"BARSAMDA@GMAIL.COM";"";"";"";"6";"";"";"";
"40/000205";"Pensión";"Categoría única";"";"FORNOS";"Calle  INFANTA ISABEL, 13  2 DCHA";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921460198";"";"";"";"";"";"";"13";"";"";"";
"05/000191";"Hostal Residencia";"1ª - 1 Estrella";"";"LA COLMENA II";"C/ GENERALISIMO, 4";"05194";"Ávila";"Ávila";"BRIEVA-VICOLOZANO";"VICOLOZANO";"920259050";"";"";"";"";"";"";"13";"";"";"";
"24/000502";"Hotel";"4ª - 4 Estrellas";"";"HOTEL CIUDAD DE PONFERRADA";"Avenida RONDA NORTE, 5";"24400";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987407102";"";"";"celuisma@celuisma.com";"www.celuisma.com";"";"";"210";"-6,609425";"42,55844";"";
"24/000503";"Hotel Residencia";"4ª - 4 Estrellas";"";"VIA DE LA PLATA SPA";"Calle PADRES REDENTORISTAS 5";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987619000";"618317524";"";"info@hotelviadelaplata.es";"www.hotelviadelaplata.es";"";"";"70";"";"";"Si";
"09/000400";"Hotel";"2ª - 2 Estrellas";"";"CARRECALZADA";"Paraje Embarcadero de Carrecalzada";"09100";"Burgos";"Melgar de Fernamental";"MELGAR DE FERNAMENTAL";"*DISEMINADO*";"947570108";"609450405";"";"grupoazagaya@cervantina.net";"";"";"";"10";"-4,2797222";"42,41";"Si";
"47/000261";"Hotel";"5ª - 5 Estrellas";"";"ABADÍA RETUERTA LE DOMAINE";"Carretera  NACIONAL 122, KM 332,5";"47340";"Valladolid";"Sardón de Duero";"SARDON DE DUERO";"*DISEMINADO*";"983680368";"";"";"info@ledomaine.es";"www.ledomaine.es";"";"";"58";"-4,410991";"41,616231";"Si";
"49/000200";"Hostal";"2ª - 2 Estrellas";"";"DON RODRIGO";"Calle VIRGEN DE LA CONCHA 5";"49006";"Zamora";"Zamora";"ZAMORA";"ZAMORA";"607448482";"980535123";"";"info@hostaldonrodrigo.es";"www.hostaldonrodrigo.es";"";"";"18";"";"";"Si";
"42/000283";"Hostal Residencia";"1ª - 1 Estrella";"";"EL MIRADOR DE LOS TEMPLARIOS";"LAS ERAS, 119";"42328";"Soria";"Castillejo de Robledo";"CASTILLEJO DE ROBLEDO";"CASTILLEJO DE ROBLEDO";"975355111";"696216800";"";"miradordelostemplarios@hotmail.com";"";"";"";"17";"";"";"";
"47/000262";"Hotel Apartamento";"3ª - 3 Estrellas";"";"WASHINGTON PARQUESOL SUITES HOTEL";"Calle MANUEL AZAÑA, Nº 51";"47014";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983385147";"";"";"info@washingtonsuiteshotel.es";"www.washingtonsuiteshotel.es";"";"";"32";"-4,762098";"41,636216";"Si";
"24/000507";"Pensión";"Categoría única";"";"LA CASA DEL PEREGRINO";"C/REAL, 67-69";"24413";"León";"Molinaseca";"ACEBO";"ACEBO";"987057875";"";"";"";"";"";"";"11";"-6,456004";"42,498061";"";
"49/000203";"Hostal";"2ª - 2 Estrellas";"";"RAICES";"Plaza ARRABAL 8  2º";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620394";"626530904";"980620394";"canadadelabellosa@gmail.com  ///   info@caminodesanabria.es";"www.caminodesanabria.es";"";"";"9";"-6,633596";"42,052172";"";
"49/000205";"Hotel";"3ª - 3 Estrellas";"";"LAS MAIRAS";"Carretera LA BAÑEZA S/N";"49618";"Zamora";"Fuente Encalada";"FUENTE ENCALADA";"FUENTE ENCALADA";"627607228";"";"";"";"";"";"";"8";"-5,996418";"42,104699";"Si";
"05/000192";"Hotel";"3ª - 3 Estrellas";"";"EL HOTELITO";"COLONIA LA CHINITA";"05100";"Ávila";"Navaluenga";"CHINITA (LA)";"CHINITA (LA)";"619100152";"";"";"el-hotelito@el-hotelito.es";"www.el-hotelito.es";"";"";"22";"";"";"";
"42/000284";"Hostal";"2ª - 2 Estrellas";"";"EL ENCANTO DEL MONCAYO";"Calle GENERAL MOLA , 3";"42107";"Soria";"Vozmediano";"VOZMEDIANO";"VOZMEDIANO";"976647256";"606823866";"";"info@elencantodelmoncayo.com";"";"";"";"13";"";"";"";
"05/000193";"Hotel";"3ª - 3 Estrellas";"";"SAN MIGUEL DEL VALLE AMBLES";"CALZADA AVILA-NIHARRA, S/N";"05197";"Ávila";"Fresno (El)";"FRESNO (EL)";"FRESNO (EL)";"920600005";"650413282";"920253456";"info@ruralycultural.com";"www.sanmigueldelvalleambles.com";"";"";"91";"-4,744889";"40,624738";"Si";
"47/000263";"Hotel";"3ª - 3 Estrellas";"";"RÍO HORTEGA";"Calle ZANFONA 12";"47012";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"600857989";"983340506";"983200203";"administracion@hotelriohortega.es";"www.hotelriohortega.es";"";"";"99";"-4,710117";"41,630866";"Si";
"47/000264";"Pensión";"Categoría única";"";"CASTILLO DE JUAN II";"AUTOVÍA A-6 KM. 141,500";"47210";"Valladolid";"Ataquines";"ATAQUINES";"ATAQUINES";"659479541";"";"";"";"";"";"";"8";"";"";"";
"09/000402";"Hotel";"3ª - 3 Estrellas";"";"VÍA GÓTICA";"PLAZA VEGA, 3";"09002";"Burgos";"Burgos";"BURGOS";"BURGOS";"947244444";"";"";"info@hotelviagotica.com";"www.viagotica.com";"";"";"28";"";"";"Si";
"42/000285";"Hostal Residencia";"2ª - 2 Estrellas";"";"DOURIS TEMPLE";"CAMINO MONTE DE LAS ANIMAS, 7";"42005";"Soria";"Soria";"SORIA";"SORIA";"607941784";"975222589";"";"sierradelmadero@hotmail.com";"";"";"";"10";"-2,453678";"41,767065";"";
"24/000510";"Hostal";"2ª - 2 Estrellas";"";"CAVADAS";"C/ LA HERRERIA 3 Y 4";"24414";"León";"Ponferrada";"VILLAR DE LOS BARRIOS";"VILLAR DE LOS BARRIOS";"987000000";"";"";"alcavadinas@yahoo.es";"";"";"";"16";"";"";"";
"42/000286";"Hostal";"2ª - 2 Estrellas";"";"CASONA DE LA MESTA";"CAMINO DE CANOS, 1";"42180";"Soria";"Almajano";"ALMAJANO";"ALMAJANO";"975052907";"699430500";"";"jasanz@aula21sl.com";"";"";"";"11";"";"";"Si";
"24/000511";"Hostal";"2ª - 2 Estrellas";"";"EL ALMENDRO DE MARIA";"C/REAL, 56";"24490";"León";"Ponferrada";"COLUMBRIANOS";"COLUMBRIANOS";"987411932";"633481100";"";"crelalmendro@gmail.com";"www.elalmendrodemaria.com";"";"";"14";"";"";"";
"37/000384";"Hotel";"4ª - 4 Estrellas";"";"GRAN HOTEL CORONA SOL";"Calle C/ VICTOR GARCIA DE LA CONCHA, S/N";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923281616";"";"";"recepcion@granhotelcoronasol.com";"www.granhotelcoronasol.com";"";"";"399";"";"";"Si";
"09/000404";"Pensión";"Categoría única";"";"PALACETE";"Calle CL/DEL RÍO,1";"09410";"Burgos";"Peñaranda de Duero";"PEÑARANDA DE DUERO";"PEÑARANDA DE DUERO";"947552078";"655819016";"";"alojamientospalacete@hotmail.com";"www.alojamientospalacete.com";"";"";"9";"-3,479306";"41,687927";"";
"47/000265";"Hostal";"2ª - 2 Estrellas";"";"DOÑA ALICIA";"C/ NUEVA DEL CUARTEL, Nº 20";"47400";"Valladolid";"Medina del Campo";"MEDINA DEL CAMPO";"MEDINA DEL CAMPO";"983810331";"";"";"";"";"";"";"16";"";"";"Si";
"40/000206";"Pensión";"Categoría única";"";"EL CONVENTO DE AYLLON";"C/ EL PARRAL, S/N";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"670393533";"947471962";"";"reserva@elconventodeayllon.com";"www.elconventodeayllon.com";"";"";"31";"";"";"";
"09/000407";"Hotel";"2ª - 2 Estrellas";"";"EL BALCÓN DE MONTIJA";"Calle El Crucero de Montija 2";"09569";"Burgos";"Merindad de Montija";"LOMA DE MONTIJA";"LOMA DE MONTIJA";"947140202";"605969172";"";"elbalcondemontija@hotmail.com";"";"";"";"23";"";"";"";
"42/000287";"Hostal";"2ª - 2 Estrellas";"";"AINOA";"REAL, 2";"42360";"Soria";"Berlanga de Duero";"BERLANGA DE DUERO";"BERLANGA DE DUERO";"975343523";"";"";"";"";"";"";"7";"";"";"";
"47/000266";"Hostal";"2ª - 2 Estrellas";"";"CAMPESTRE";"RONDA DEL SAUCE, Nº 26";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"POLIGONO IND. LA MORA";"983403212";"";"";"";"www.hostalcampestre.es";"";"";"32";"";"";"Si";
"40/000207";"Hostal";"2ª - 2 Estrellas";"";"VALDECARROS";"C/ VALDECARROS, 20";"40355";"Segovia";"Fuentesaúco de Fuentidueña";"FUENTESAUCO DE FUENTIDUEÑA";"FUENTESAUCO DE FUENTIDUEÑA";"679330304";"917112248";"";"campauto@hotmail.com";"";"";"";"27";"";"";"Si";
"40/000208";"Hotel";"2ª - 2 Estrellas";"";"CASTILLO DE CASTILNOVO";"Carretera  SG-205, KM. 15";"40318";"Segovia";"Condado de Castilnovo";"VILLAFRANCA";"VILLAFRANCA";"665869951";"";"";"";"";"";"";"38";"";"";"";
"24/000514";"Hotel";"2ª - 2 Estrellas";"";"MORREDERO";"Calle REAL 3";"24414";"León";"Ponferrada";"SAN CRISTOBAL DE VALDUEZA";"SAN CRISTOBAL DE VALDUEZA";"682453649";"";"";"info@hotelmorredero.es";"";"";"";"24";"";"";"";
"09/000408";"Pensión";"Categoría única";"";"EL CAMINANTE";"CL/MAYOR,36";"09250";"Burgos";"Belorado";"BELORADO";"BELORADO";"656873927";"947580231";"";"g.caminante@hotmail.com";"www.alberguecaminante.es";"";"";"16";"";"";"";
"09/000409";"Hotel";"3ª - 3 Estrellas";"";"CERES";"Calle Hospital 6";"09340";"Burgos";"Lerma";"LERMA";"LERMA";"947177070";"";"";"";"";"";"";"43";"-3,755853";"42,024825";"Si";
"24/000516";"Pensión";"Categoría única";"";"HOSPEDERÍA MANUELA";"Calle MAYOR 1";"24150";"León";"Santa Colomba de Curueño";"BARRIO DE NUESTRA SEÑORA";"BARRIO DE NUESTRA SEÑORA";"987342604";"";"";"";"";"";"";"22";"-5,377654";"42,70786";"";
"47/000267";"Hotel Apartamento";"4ª - 4 Estrellas";"";"NEXUS VALLADOLID SUITES HOTEL";"Calle C/ SOLANILLA, Nº 13";"47003";"Valladolid";"Valladolid";"VALLADOLID";"VALLADOLID";"983213756";"";"";"";"www.nexuslaantiguavalladolid.es";"";"";"54";"";"";"Si";
"34/000185";"Hostal";"2ª - 2 Estrellas";"";"HOSTAL MORATINOS";"Calle C/ REAL Nº 12";"34349";"Palencia";"Moratinos";"MORATINOS";"MORATINOS";"979061466";"638222720";"";"danielpm2000@yahoo.es";"www.hostalmoratinos.es";"";"";"10";"-4,92496";"42,360558";"";
"24/000517";"Hostal";"1ª - 1 Estrella";"";"EL BAYO";"Calle C/CACHON, S/N.";"24492";"León";"Cubillos del Sil";"CUBILLOS DEL SIL";"CUBILLOS DEL SIL";"987458254";"";"";"";"";"";"";"42";"-6,591281";"42,617513";"Si";
"49/000206";"Hostal";"1ª - 1 Estrella";"";"TRIBAL";"Calle Matadero 3";"49300";"Zamora";"Puebla de Sanabria";"PUEBLA DE SANABRIA";"PUEBLA DE SANABRIA";"980620708";"634825625";"";"complejolamajada@gmail.com";"www.hostaltribal.com";"";"";"14";"-6,634029";"42,052362";"Si";
"24/000518";"Hostal";"1ª - 1 Estrella";"";"FULGUERA";"C/ RAMPLA, 11";"24439";"León";"Vega de Espinareda";"ESPINO (EL)";"ESPINO (EL)";"987564714";"";"";"";"";"";"";"12";"";"";"";
"24/000519";"Hotel Apartamento";"2ª - 2 Estrellas";"";"PIEDRASECHA";"AV. DESFILADERO, 1";"24123";"León";"Carrocera";"PIEDRASECHA";"PIEDRASECHA";"987581015";"";"";"";"";"";"";"10";"";"";"";
"24/000520";"Hostal Residencia";"1ª - 1 Estrella";"";"LOS MAJITOS";"C/SAN ESTEBAN, 63";"24549";"León";"Carracedelo";"CARRACEDELO";"CARRACEDELO";"987562708";"";"";"";"";"";"";"16";"";"";"";
"37/000385";"Hostal Residencia";"2ª - 2 Estrellas";"";"CAMPERO";"CTRA. PIEDRAHITA, 4";"37860";"Salamanca";"Horcajo Medianero";"HORCAJO-MEDIANERO";"HORCAJO-MEDIANERO";"923151406";"";"";"";"";"";"";"30";"";"";"";
"24/000522";"Pensión";"Categoría única";"";"CASA FEDERICO";"Calle REAL S/N";"24855";"León";"Puebla de Lillo";"ISOBA";"ISOBA";"987731079";"";"";"";"";"";"";"13";"-5,326157";"43,055741";"";
"24/000523";"Hotel";"4ª - 4 Estrellas";"";"SPA CIUDAD DE ASTORGA BY PORTBLUE BOUTIQUE";"Calle LOS SITIOS, 7";"24700";"León";"Astorga";"ASTORGA";"ASTORGA";"987603001";"639353720";"";"reservas@hotelciudaddeastorga.com";"www.hotelciudaddeastorga.com";"Si";"";"63";"";"";"Si";
"40/000210";"Hostal Residencia";"1ª - 1 Estrella";"";"SEGOVIA";"Calle  SAN FRANCISCO, 5";"40001";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"657281486";"";"";"";"";"";"";"10";"";"";"";
"40/000211";"Hotel";"4ª - 4 Estrellas";"";"AYLLON";"Plaza MAYOR 7";"40520";"Segovia";"Ayllón";"AYLLON";"AYLLON";"921553628";"";"";"info@hotelayllon.es";"www.hotelayllon.es";"";"";"33";"";"";"";
"09/000412";"Hotel";"1ª - 1 estrella";"";"REDECILLA DEL CAMINO";"Calle Mayor, 12";"09259";"Burgos";"Redecilla del Camino";"REDECILLA DEL CAMINO";"REDECILLA DEL CAMINO";"947585256";"617143329";"";"info@hotelredecilladelcamino.com";"";"";"";"14";"-3,06515";"42,43816";"Si";
"40/000212";"Hotel Apartamento";"2ª - 2 Estrellas";"";"EL NOGAL";"Calle PRADO DE LA MANCHA 3";"40154";"Segovia";"Segovia";"MADRONA";"MADRONA";"921485347";"675254422";"";"elnogalmadrona@gmail.com";"www.elnogaldemadrona.es";"";"";"12";"";"";"Si";
"09/000413";"Hostal Residencia";"2ª - 2 Estrellas";"";"RIMBOMBÍN";"Calle SOMBRERERÍA 6";"09003";"Burgos";"Burgos";"BURGOS";"BURGOS";"947261200";"639889987";"";"info@rimbombin.com";"";"";"";"17";"";"";"Si";
"24/000526";"Hostal";"2ª - 2 Estrellas";"";"LA ENCINA";"Calle COMENDADOR, 4";"24401";"León";"Ponferrada";"PONFERRADA";"PONFERRADA";"987409632";"";"";"info@hostallaencina.com";"";"";"";"24";"";"";"";
"24/000527";"Pensión";"Categoría única";"";"LA CASA DEL HUEVO";"C/ REAL, 10";"24141";"León";"Cabrillanes";"MEROY";"MEROY";"987488412";"";"";"";"";"";"";"10";"";"";"";
"42/000290";"Hostal";"2ª - 2 Estrellas";"";"LA DEHESA DE OSMA";"REAL , 92";"42318";"Soria";"Burgo de Osma-Ciudad de Osma";"OSMA";"OSMA";"975341818";"";"";"info@ladehesadeosma.es";"www.ladehesadeosma.es";"";"";"24";"";"";"";
"47/000268";"Hotel";"3ª - 3 Estrellas";"";"SELECTOS CASA LOLA";"C/ SANTÍSIMO CRISTO, Nº 128";"47490";"Valladolid";"Rueda";"RUEDA";"RUEDA";"983868023";"658965218";"";"rueda@ruedacasalola.com";"";"";"";"13";"";"";"Si";
"24/000528";"Hostal";"2ª - 2 Estrellas";"";"LOS OTEROS";"Calle C/ LAS ERAS, 7";"24209";"León";"Pajares de los Oteros";"PAJARES DE LOS OTEROS";"PAJARES DE LOS OTEROS";"987753057";"";"";"";"";"";"";"15";"";"";"";
"42/000292";"Hotel Residencia";"3ª - 3 Estrellas";"";"HVM MEDINASALIM";"Calle BARRANCO, 15";"42240";"Soria";"Medinaceli";"MEDINACELI";"CENTRO";"975326974";"65001584";"";"medinaceli2000@gmail.com";"www.medinasalim.com";"";"";"19";"";"";"Si";
"37/000386";"Hotel";"1ª - 1 estrella";"";"LAZARILLO DE TORMES";"Calle PROSPERIDAD 24";"37748";"Salamanca";"Puente del Congosto";"PUENTE DEL CONGOSTO";"PUENTE DEL CONGOSTO";"699116316";"";"";"";"";"";"";"12";"";"";"Si";
"37/000387";"Hostal Residencia";"2ª - 2 Estrellas";"";"SANTEL SAN MARCOS";"PLAZA SAN MARCOS, 7";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923269523";"609787550";"";"reservas@santelsanmarcos.com";"www.santelsanmarcos.com";"";"";"32";"";"";"Si";
"24/000529";"Hostal Residencia";"1ª - 1 Estrella";"";"EL JARDIN DE VIKERA";"Calle C/ VIKERA, 6";"24491";"León";"Ponferrada";"SAN ANDRES DE MONTEJOS";"SAN ANDRES DE MONTEJOS";"987057887";"675603771";"";"info@eljardindevikera.com";"";"";"";"12";"-6,611475";"42,598302";"";
"09/000415";"Pensión";"Categoría única";"";"BAR Y PENSION JOMER";"Calle MAYOR 52";"09257";"Burgos";"Villafranca Montes de Oca";"VILLAFRANCA MONTES DE OCA";"VILLAFRANCA MONTES DE OCA";"624549370";"";"";"info@pensionybarjomer.com";"";"";"";"11";"-3,309008";"42,3864";"";
"37/000388";"Hotel Residencia";"4ª - 4 Estrellas";"";"PALACIO DE MONTARCO";"PLAZA DEL CONDE, 3";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923460237";"";"";"maquerreta@palaciomontarco.com";"www.palaciomontarco.com";"";"";"6";"";"";"Si";
"42/000294";"Hostal Residencia";"1ª - 1 Estrella";"";"CABALLEROS";"CABALLEROS, 25";"42004";"Soria";"Soria";"SORIA";"SORIA";"975226122";"609876640";"";"wifredo@soriadormir.com";"";"";"";"7";"";"";"";
"42/000295";"Hostal";"2ª - 2 Estrellas";"";"EL RINCON";"Calle CARRETERA DE OLVEGA S/N";"42138";"Soria";"Borobia";"BOROBIA";"BOROBIA";"976646356";"622379441";"";"alvaro_modcas@hotmail.com";"";"";"";"9";"";"";"";
"09/000416";"Hostal";"1ª - 1 Estrella";"";"CASA LENCES DE BUREBA";"Plaza Corta 1";"09592";"Burgos";"Poza de la Sal";"LENCES DE BUREBA";"LENCES DE BUREBA";"642927678";"";"";"";"";"";"";"8";"-3,491695";"42,631769";"";
"24/000530";"Hostal Residencia";"2ª - 2 Estrellas";"";"LE PETIT LEON";"Calle EL POZO 2";"24003";"León";"León";"LEON";"LEON";"987214269";"";"";"";"";"";"";"21";"";"";"Si";
"42/000296";"Hostal";"2ª - 2 Estrellas";"";"RINCON DEL NAZARENO";"Calle CUESTA SANTIAGO, 3";"42200";"Soria";"Almazán";"ALMAZAN";"ALMAZAN";"975300949";"";"";"reservas@elrincondelnazareno.com";"www.rincondelnazareno.es";"";"";"22";"";"";"Si";
"47/000271";"Hostal";"1ª - 1 Estrella";"";"EL VIEJO PORTAZGO";"PLAZA MAYOR, Nº 28 BAJO";"47193";"Valladolid";"Cistérniga";"CISTERNIGA";"CISTERNIGA";"983403640";"";"";"el_viejoportazgo@hotmail.com";"www.elviejoportazgo.com";"";"";"13";"-4,686244";"41,611752";"";
"37/000389";"Hotel";"3ª - 3 Estrellas";"";"OROCONFORT";"CTRA. NACIONAL 630, KM. 408, Nº1";"37717";"Salamanca";"Vallejera de Riofrío";"VALLEJERA DE RIOFRIO";"VALLEJERA DE RIOFRIO";"608788704";"";"";"";"";"";"";"57";"";"";"Si";
"09/000417";"Hostal";"2ª - 2 Estrellas";"";"EL PEREGRINO";"CTRA/VALLADOLID, KM.30";"09230";"Burgos";"Estépar";"ESTEPAR";"ESTEPAR";"947411366";"";"";"";"";"";"";"29";"";"";"";
"09/000418";"Hotel";"2ª - 2 Estrellas";"";"ROMANCA";"Calle CL/SAN ISIDRO, 41";"09513";"Burgos";"Medina de Pomar";"POMAR";"POMAR";"947192094";"";"";"romancahotelrestaurante@hotmail.es";"www.romanca.es";"";"";"12";"-3,477871";"42,940694";"Si";
"24/000532";"Pensión";"Categoría única";"";"SANDOVAL";"Calle C/ HOSPICIO, 11- 2º";"24003";"León";"León";"LEON";"LEON";"987212041";"695239997";"";"pensionsandoval@yahoo.es";"";"";"";"16";"-5,569823";"42,594434";"";
"09/000419";"Hostal";"2ª - 2 Estrellas";"";"BEZANA";"CL/PUENTE GASSET,4-4º Dcha.";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"947-205916";"670870002";"";"reservas@hostalbezana.es";"www.hostalbezana.es";"";"";"10";"-3,694779";"42,341852";"";
"24/000534";"Hostal";"1ª - 1 Estrella";"";"VALLE DE GORDON";"Calle C/ CAPITAN LOZANO, 37";"24600";"León";"Pola de Gordón (La)";"POLA DE GORDON (LA)";"POLA DE GORDON (LA)";"674619691";"";"";"arandacarroisac@gmail.com";"";"";"";"20";"";"";"";
"24/000535";"Hostal Residencia";"1ª - 1 Estrella";"";"CAMINITO";"Calle MEDIODÍA 1";"24750";"León";"Bañeza (La)";"BAÑEZA (LA)";"BAÑEZA (LA)";"987642741";"";"";"";"";"";"";"14";"";"";"Si";
"09/000420";"Hostal";"2ª - 2 Estrellas";"";"LA MURALLA";"Calle Ronda, 69";"09530";"Burgos";"Oña";"OÑA";"OÑA";"947300073";"";"";"hotel-lamuralla@hotmail.es";"";"";"";"12";"-3,412961";"42,735442";"Si";
"09/000421";"Hostal Residencia";"1ª - 1 Estrella";"";"AVERROES";"CL/AVERROES,6 BJ";"09006";"Burgos";"Burgos";"BURGOS";"BURGOS";"947-002288";"947237344";"686750485";"migansamu@hotmail.com";"www.hostalaverroes.com";"";"";"19";"-3,676489";"42,355615";"Si";
"24/000536";"Hostal";"1ª - 1 Estrella";"";"CASACANDANA";"Calle C/ DAMA ARINTERO, 84";"24848";"León";"Vecilla (La)";"CANDANA DE CURUEÑO (LA)";"CANDANA DE CURUEÑO (LA)";"987741108";"670792012";"";"casacandana@yahoo.es";"www.casacandana.com";"";"";"10";"-5,410022";"42,824891";"";
"49/000213";"Pensión";"Categoría única";"";"EL CHIVITEIRO";"Calle C/ Ladrio, s/n";"49361";"Zamora";"Galende";"SAN MARTIN DE CASTAÑEDA";"SAN MARTIN DE CASTAÑEDA";"980622041";"";"";"";"";"";"";"6";"-6,720706";"42,136232";"";
"09/000423";"Pensión";"Categoría única";"";"LA PENSIÓN DEL CAMINO";"CL/SAN JUAN,23-1º";"09004";"Burgos";"Burgos";"BURGOS";"BURGOS";"696495237";"696495200";"";"lapensiondelcamino@lapensiondelcamino.com";"www.lapensiondelcamino.com";"";"";"14";"";"";"";
"09/000424";"Hostal";"1ª - 1 Estrella";"";"LA TABERNA GRANDE";"CL/SAN JUAN, 25-27";"09200";"Burgos";"Miranda de Ebro";"MIRANDA DE EBRO";"MIRANDA DE EBRO";"947333358";"619711447";"";"alberto@latabernagrande.es";"www.latabernagrande.es";"";"";"36";"-2,953038";"42,684251";"";
"09/000425";"Hotel";"3ª - 3 Estrellas";"";"BODEGAS TRASLASCUESTAS";"Carretera CTRA/PEDROSA-MAMBRILLA, S/N";"09317";"Burgos";"Pedrosa de Duero";"VALCABADO DE ROA";"VALCABADO DE ROA";"947542851";"";"";"hotel@bodegastraslascuestas.com";"www.bodegastraslascuestas.com";"";"";"20";"-3,986455";"41,684173";"Si";
"24/000537";"Hostal Residencia";"1ª - 1 Estrella";"";"PICO AGUJAS";"Calle ESTACION INVERNAL DE SAN ISIDRO";"24855";"León";"Puebla de Lillo";"PUEBLA DE LILLO";"PUEBLA DE LILLO";"607555573";"672384635";"";"";"";"";"";"51";"-5,376911";"43,063204";"";
"47/000273";"Hostal Residencia";"2ª - 2 Estrellas";"";"PUERTA VILLA";"C/ LA SILERA, Nº 4";"47820";"Valladolid";"Villabrágima";"VILLABRAGIMA";"VILLABRAGIMA";"651915508";"";"";"eloyvilla60@hotmail.com";"";"";"";"15";"";"";"Si";
"40/000214";"Hostal Residencia";"1ª - 1 Estrella";"";"ARALSO";"Calle SANTA ISABEL, 21";"40005";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921444816";"625368906";"";"INFO@APARTAMENTOSARALSO.COM";"WWW.APARTAMENTOSARALSO.COM";"";"";"7";"-4,113772";"40,944151";"";
"49/000214";"Pensión";"Categoría única";"";"EL ABUELO";"Calle El Barco";"49211";"Zamora";"Carbellino";"CARBELLINO";"CARBELLINO";"980615731";"628558986";"";"edumartintoribio@hotmail.es";"";"";"";"4";"-6,149029";"41,230127";"";
"40/000215";"Hotel";"3ª - 3 Estrellas";"";"PALACIO DE ESQUILEO";"AUTOVIA DEL NORTE, SALIDA 107";"40593";"Segovia";"Castillejo de Mesleón";"SOTO DE SEPULVEDA";"SOTO DE SEPULVEDA";"921125512";"";"";"info@palaciodeesquileo.es";"www.palaciodeesquileo.es";"";"";"38";"";"";"Si";
"40/000216";"Hostal Residencia";"1ª - 1 Estrella";"";"CASA DE LA MONEDA";"Calle LA MONEDA 3";"40003";"Segovia";"Segovia";"SEGOVIA";"SEGOVIA";"921475142";"692101222";"";"RESTAURANTE@ELINGENIOCHCO.COM";"www.elingeniochico.com";"";"";"7";"";"";"Si";
"24/000538";"Hostal";"1ª - 1 Estrella";"";"EL SILO";"Avenida AV DEL ORBIGO, 33";"24240";"León";"Santa María del Páramo";"SANTA MARIA DEL PARAMO";"SANTA MARIA DEL PARAMO";"620336904";"";"";"";"";"";"";"13";"-5,752791";"42,358453";"";
"24/000539";"Hostal";"1ª - 1 Estrella";"";"LA BASTIDE DU CHEMIN";"Calle DEL ARCO 66";"24320";"León";"Sahagún";"SAHAGUN";"SAHAGUN";"659697089";"";"";"";"";"";"";"12";"";"";"";
